gene_symbol,ensembl_gene_id,chr,start_hg19,end_hg19,finan_tier,dgidb_n_interactions,dgidb_drugs,in_mr_screen,notes
LAMC3,ENSG00000050555,9,133884469,133969860,Tier 1,,,TRUE,""
LAMP1,ENSG00000185896,13,113951556,113977987,Tier 3A,,,TRUE,""
LAMP2,ENSG00000005893,X,119561682,119603220,Tier 3B,,,TRUE,""
LAMP3,ENSG00000078081,3,182840001,182881627,Tier 3A,,,TRUE,""
LAP3,ENSG00000002549,4,17578815,17609595,Tier 1,,,TRUE,""
LARS,ENSG00000133706,5,145492601,145562223,Tier 2,,,TRUE,""
LATS1,ENSG00000131023,6,149979289,150039392,Tier 1,,,TRUE,""
LATS2,ENSG00000150457,13,21547171,21635686,Tier 1,,,TRUE,""
LBP,ENSG00000129988,20,36974759,37005665,Tier 3A,,,TRUE,""
LCAT,ENSG00000213398,16,67973653,67978034,Tier 3A,,,TRUE,""
LCK,ENSG00000182866,1,32716840,32751766,Tier 1,,,TRUE,""
LCN1,ENSG00000160349,9,138413284,138418378,Tier 3A,,,TRUE,""
LCN2,ENSG00000148346,9,130911350,130915734,Tier 3B,,,TRUE,""
LCN8,ENSG00000204001,9,139648838,139652678,Tier 3B,,,TRUE,""
LCN9,ENSG00000148386,9,138555168,138558268,Tier 3A,,,TRUE,""
LCT,ENSG00000115850,2,136545410,136594750,Tier 3A,,,TRUE,""
LCTL,ENSG00000188501,15,66839517,66858317,Tier 3B,,,TRUE,""
LDHA,ENSG00000134333,11,18415935,18429972,Tier 2,,,TRUE,""
LDHB,ENSG00000111716,12,21788276,21910791,Tier 2,,,TRUE,""
LDLR,ENSG00000130164,19,11200038,11244492,Tier 2,,,TRUE,""
LEAP2,ENSG00000164406,5,132208014,132210738,Tier 3B,,,TRUE,""
LECT1,ENSG00000136110,13,53277399,53313947,Tier 3B,,,TRUE,""
LECT2,ENSG00000145826,5,135257968,135290723,Tier 3A,,,TRUE,""
LEFTY1,ENSG00000243709,1,226073982,226099082,Tier 3B,,,TRUE,""
LEFTY2,ENSG00000143768,1,226124298,226129189,Tier 3B,,,TRUE,""
LEP,ENSG00000174697,7,127881337,127897681,Tier 3B,,,TRUE,""
LEPR,ENSG00000116678,1,65886248,66107242,Tier 3A,,,TRUE,""
LEPRE1,ENSG00000117385,1,43212006,43232755,Tier 3B,,,TRUE,""
LGALS1,ENSG00000100097,22,38071615,38075813,Tier 3B,,,TRUE,""
LGALS3,ENSG00000131981,14,55590828,55612126,Tier 3A,,,TRUE,""
LGALS3BP,ENSG00000108679,17,76967320,76976191,Tier 3B,,,TRUE,""
LGALS7,ENSG00000205076,19,39261611,39264132,Tier 3B,,,TRUE,""
LGALS7B,ENSG00000178934,19,39279851,39282389,Tier 3B,,,TRUE,""
LGALS8,ENSG00000116977,1,236681300,236716281,Tier 3B,,,TRUE,""
LGALS9,ENSG00000168961,17,25956824,25976586,Tier 3B,,,TRUE,""
LGI1,ENSG00000108231,10,95517566,95557916,Tier 3B,,,TRUE,""
LGMN,ENSG00000100600,14,93170152,93215047,Tier 3B,,,TRUE,""
LGR4,ENSG00000205213,11,27387508,27494322,Tier 3B,,,TRUE,""
LGR5,ENSG00000139292,12,71833550,71980090,Tier 3B,,,TRUE,""
LGR6,ENSG00000133067,1,202163029,202288909,Tier 3B,,,TRUE,""
LHB,ENSG00000104826,19,49519237,49520338,Tier 3B,,,TRUE,""
LHCGR,ENSG00000138039,2,48859428,48982880,Tier 1,,,TRUE,""
LIF,ENSG00000128342,22,30636436,30642840,Tier 3A,,,TRUE,""
LIFR,ENSG00000113594,5,38475065,38608456,Tier 3A,,,TRUE,""
LIG1,ENSG00000105486,19,48618702,48673860,Tier 2,,,TRUE,""
LILRA1,ENSG00000104974,19,55105047,55113555,Tier 3B,,,TRUE,""
LILRA2,ENSG00000239998,19,55084387,55099027,Tier 3B,,,TRUE,""
LILRA3,ENSG00000170866,19,54799854,54809952,Tier 3A,,,TRUE,""
LILRA4,ENSG00000239961,19,54844456,54850421,Tier 3A,,,TRUE,""
LILRA5,ENSG00000187116,19,54818353,54824409,Tier 3A,,,TRUE,""
LILRA6,ENSG00000244482,19,54720737,54746649,Tier 3A,,,TRUE,""
LILRB1,ENSG00000104972,19,55085346,55148979,Tier 3B,,,TRUE,""
LILRB2,ENSG00000131042,19,54777675,54785039,Tier 3A,,,TRUE,""
LILRB4,ENSG00000186818,19,55155340,55181810,Tier 3B,,,TRUE,""
LILRB5,ENSG00000105609,19,54754263,54761164,Tier 3A,,,TRUE,""
LIMK1,ENSG00000106683,7,73497263,73536855,Tier 2,,,TRUE,""
LIMK2,ENSG00000182541,22,31608225,31676066,Tier 1,,,TRUE,""
LINGO1,ENSG00000169783,15,77905369,78113242,Tier 1,,,TRUE,""
LINGO2,ENSG00000174482,9,27948076,28670283,Tier 3B,,,TRUE,""
LIPA,ENSG00000107798,10,90973326,91174314,Tier 2,,,TRUE,""
LIPC,ENSG00000166035,15,58702768,58861151,Tier 3A,,,TRUE,""
LIPE,ENSG00000079435,19,42905659,42931578,Tier 2,,,TRUE,""
LIPF,ENSG00000182333,10,90424198,90438571,Tier 1,,,TRUE,""
LIPG,ENSG00000101670,18,47087069,47119272,Tier 2,,,TRUE,""
LIPH,ENSG00000163898,3,185224050,185270401,Tier 3B,,,TRUE,""
LIPI,ENSG00000188992,21,15481134,15583166,Tier 3B,,,TRUE,""
LIPJ,ENSG00000204022,10,90346510,90366733,Tier 2,,,TRUE,""
LIPK,ENSG00000204021,10,90484301,90512543,Tier 2,,,TRUE,""
LIPM,ENSG00000173239,10,90562487,90580303,Tier 2,,,TRUE,""
LIPN,ENSG00000204020,10,90521163,90537999,Tier 2,,,TRUE,""
LMAN1,ENSG00000074695,18,56995055,57027194,Tier 3B,,,TRUE,""
LMCD1,ENSG00000071282,3,8543393,8609805,Tier 3B,,,TRUE,""
LMNA,ENSG00000160789,1,156052364,156109880,Tier 1,,,TRUE,""
LMTK2,ENSG00000164715,7,97736197,97838945,Tier 3B,,,TRUE,""
LMTK3,ENSG00000142235,19,48988528,49016446,Tier 3B,,,TRUE,""
LNPEP,ENSG00000113441,5,96271098,96373219,Tier 2,,,TRUE,""
LOX,ENSG00000113083,5,121398890,121413980,Tier 3B,,,TRUE,""
LOXL1,ENSG00000129038,15,74218330,74244478,Tier 3A,,,TRUE,""
LOXL2,ENSG00000134013,8,23154702,23282841,Tier 3B,,,TRUE,""
LOXL3,ENSG00000115318,2,74759541,74782817,Tier 3B,,,TRUE,""
LPA,ENSG00000198670,6,160952515,161087407,Tier 3A,,,TRUE,""
LPAR1,ENSG00000198121,9,113635543,113800981,Tier 1,,,TRUE,""
LPAR2,ENSG00000064547,19,19734477,19739739,Tier 1,,,TRUE,""
LPAR3,ENSG00000171517,1,85277285,85358896,Tier 2,,,TRUE,""
LPAR4,ENSG00000147145,X,78003206,78012591,Tier 3B,,,TRUE,""
LPAR5,ENSG00000184574,12,6728001,6745613,Tier 2,,,TRUE,""
LPAR6,ENSG00000139679,13,48963707,49018840,Tier 3B,,,TRUE,""
LPHN1,ENSG00000072071,19,14260750,14316999,Tier 3A,,,TRUE,""
LPL,ENSG00000175445,8,19759228,19824769,Tier 2,,,TRUE,""
LPO,ENSG00000167419,17,56295909,56345879,Tier 3B,,,TRUE,""
LRG1,ENSG00000171236,19,4536421,4540486,Tier 3B,,,TRUE,""
LRIG3,ENSG00000139263,12,59265931,59314303,Tier 3B,,,TRUE,""
LRIT2,ENSG00000204033,10,85980254,85985345,Tier 3B,,,TRUE,""
LRP1,ENSG00000123384,12,57522276,57607134,Tier 3A,,,TRUE,""
LRP8,ENSG00000157193,1,53711217,53793742,Tier 3A,,,TRUE,""
LRPAP1,ENSG00000163956,4,3508103,3534286,Tier 3A,,,TRUE,""
LRRC17,ENSG00000128606,7,102553438,102585396,Tier 3B,,,TRUE,""
LRRC26,ENSG00000184709,9,140063210,140064503,Tier 3A,,,TRUE,""
LRRC4,ENSG00000128594,7,127667124,127672160,Tier 3B,,,TRUE,""
LRRC4B,ENSG00000131409,19,51020149,51071302,Tier 3B,,,TRUE,""
LRRC4C,ENSG00000148948,11,40135753,41481323,Tier 3B,,,TRUE,""
LRRC55,ENSG00000183908,11,56949221,56959191,Tier 3B,,,TRUE,""
LRRK1,ENSG00000154237,15,101459420,101610317,Tier 3B,,,TRUE,""
LRRK2,ENSG00000188906,12,40590546,40763087,Tier 1,,,TRUE,""
LRRN1,ENSG00000175928,3,3841121,3889387,Tier 3B,,,TRUE,""
LRRN3,ENSG00000173114,7,110731062,110765510,Tier 3B,,,TRUE,""
LRRTM3,ENSG00000198739,10,68685764,68859588,Tier 3B,,,TRUE,""
LRTOMT,ENSG00000184154,11,71791382,71821828,Tier 3B,,,TRUE,""
LSS,ENSG00000160285,21,47608055,47648738,Tier 2,,,TRUE,""
LTA,ENSG00000226979,6,31539831,31542101,Tier 1,,,TRUE,""
LTA4H,ENSG00000111144,12,96394606,96437298,Tier 1,,,TRUE,""
LTB,ENSG00000227507,6,31548302,31550299,Tier 1,,,TRUE,""
LTB4R,ENSG00000213903,14,24780656,24787242,Tier 1,,,TRUE,""
LTB4R2,ENSG00000213906,14,24774940,24781259,Tier 2,,,TRUE,""
LTBP1,ENSG00000049323,2,33172039,33624576,Tier 3A,,,TRUE,""
LTBP2,ENSG00000119681,14,74964873,75079306,Tier 3A,,,TRUE,""
LTBP3,ENSG00000168056,11,65306276,65326401,Tier 3A,,,TRUE,""
LTBP4,ENSG00000090006,19,41098789,41135725,Tier 3B,,,TRUE,""
LTBR,ENSG00000111321,12,6484211,6500733,Tier 1,,,TRUE,""
LTF,ENSG00000012223,3,46477136,46526724,Tier 3A,,,TRUE,""
LTK,ENSG00000062524,15,41795836,41806085,Tier 1,,,TRUE,""
LUM,ENSG00000139329,12,91496406,91505608,Tier 3A,,,TRUE,""
LY6D,ENSG00000167656,8,143866296,143868008,Tier 3B,,,TRUE,""
LY6K,ENSG00000160886,8,143781529,143786545,Tier 3A,,,TRUE,""
LY75,ENSG00000054219,2,160628362,160761260,Tier 3B,,,TRUE,""
LY86,ENSG00000112799,6,6588341,6655216,Tier 3A,,,TRUE,""
LY9,ENSG00000122224,1,160765864,160798051,Tier 3A,,,TRUE,""
LY96,ENSG00000154589,8,74903587,74941322,Tier 3B,,,TRUE,""
LYG1,ENSG00000144214,2,99900701,99921205,Tier 3B,,,TRUE,""
LYG2,ENSG00000185674,2,99858709,99871745,Tier 3B,,,TRUE,""
LYN,ENSG00000254087,8,56792372,56923940,Tier 1,,,TRUE,""
LYPD5,ENSG00000159871,19,44300081,44331358,Tier 3B,,,TRUE,""
LYPD6,ENSG00000187123,2,150186499,150330662,Tier 3A,,,TRUE,""
LYZ,ENSG00000090382,12,69742121,69748014,Tier 3B,,,TRUE,""
LYZL1,ENSG00000120563,10,29577990,29607257,Tier 3B,,,TRUE,""
LYZL2,ENSG00000151033,10,30900718,30918691,Tier 3A,,,TRUE,""
LYZL4,ENSG00000157093,3,42438570,42452092,Tier 3A,,,TRUE,""
LYZL6,ENSG00000161572,17,34261522,34270703,Tier 3B,,,TRUE,""
M6PR,ENSG00000003056,12,9092959,9102551,Tier 3A,,,TRUE,""
MADCAM1,ENSG00000099866,19,489176,505347,Tier 1,,,TRUE,""
MAG,ENSG00000105695,19,35783028,35804707,Tier 1,,,TRUE,""
MAGEA3,ENSG00000221867,X,151934652,151938240,Tier 1,,,TRUE,""
MAK,ENSG00000111837,6,10762956,10838764,Tier 1,,,TRUE,""
MAMDC2,ENSG00000165072,9,72658497,72841886,Tier 3B,,,TRUE,""
MAN1B1,ENSG00000177239,9,139981379,140003635,Tier 2,,,TRUE,""
MAN2B1,ENSG00000104774,19,12757325,12777556,Tier 1,,,TRUE,""
MANBA,ENSG00000109323,4,103552660,103682151,Tier 2,,,TRUE,""
MANF,ENSG00000145050,3,51422478,51426828,Tier 3B,,,TRUE,""
MAOA,ENSG00000189221,X,43515467,43606068,Tier 1,,,TRUE,""
MAOB,ENSG00000069535,X,43625858,43741693,Tier 1,,,TRUE,""
MAP2K1,ENSG00000169032,15,66679155,66784650,Tier 1,,,TRUE,""
MAP2K2,ENSG00000126934,19,4090319,4124126,Tier 1,,,TRUE,""
MAP2K3,ENSG00000034152,17,21187984,21218552,Tier 1,,,TRUE,""
MAP2K4,ENSG00000065559,17,11924141,12047147,Tier 1,,,TRUE,""
MAP2K5,ENSG00000137764,15,67835047,68099461,Tier 1,,,TRUE,""
MAP2K6,ENSG00000108984,17,67410839,67539472,Tier 1,,,TRUE,""
MAP2K7,ENSG00000076984,19,7968728,7979363,Tier 1,,,TRUE,""
MAP3K1,ENSG00000095015,5,56111401,56191979,Tier 2,,,TRUE,""
MAP3K10,ENSG00000130758,19,40697651,40721482,Tier 1,,,TRUE,""
MAP3K11,ENSG00000173327,11,65365226,65382853,Tier 1,,,TRUE,""
MAP3K12,ENSG00000139625,12,53874274,53893847,Tier 1,,,TRUE,""
MAP3K13,ENSG00000073803,3,185000729,185206885,Tier 1,,,TRUE,""
MAP3K14,ENSG00000006062,17,43340488,43394414,Tier 2,,,TRUE,""
MAP3K15,ENSG00000180815,X,19378174,19533379,Tier 1,,,TRUE,""
MAP3K19,ENSG00000176601,2,135722061,135805038,Tier 1,,,TRUE,""
MAP3K2,ENSG00000169967,2,128056306,128146041,Tier 1,,,TRUE,""
MAP3K3,ENSG00000198909,17,61699775,61773663,Tier 1,,,TRUE,""
MAP3K4,ENSG00000085511,6,161412759,161538417,Tier 1,,,TRUE,""
MAP3K5,ENSG00000197442,6,136878185,137113656,Tier 1,,,TRUE,""
MAP3K6,ENSG00000142733,1,27681675,27693383,Tier 2,,,TRUE,""
MAP3K7,ENSG00000135341,6,91223292,91296764,Tier 1,,,TRUE,""
MAP3K8,ENSG00000107968,10,30722866,30750762,Tier 2,,,TRUE,""
MAP3K9,ENSG00000006432,14,71189243,71276251,Tier 1,,,TRUE,""
MAP4K1,ENSG00000104814,19,39078281,39109522,Tier 1,,,TRUE,""
MAP4K2,ENSG00000168067,11,64556290,64570713,Tier 1,,,TRUE,""
MAP4K3,ENSG00000011566,2,39476407,39664453,Tier 1,,,TRUE,""
MAP4K4,ENSG00000071054,2,102313312,102511149,Tier 1,,,TRUE,""
MAP4K5,ENSG00000012983,14,50885219,51027844,Tier 1,,,TRUE,""
MAPK1,ENSG00000100030,22,22108789,22221970,Tier 1,,,TRUE,""
MAPK10,ENSG00000109339,4,86936276,87515284,Tier 1,,,TRUE,""
MAPK11,ENSG00000185386,22,50702142,50709196,Tier 1,,,TRUE,""
MAPK12,ENSG00000188130,22,50683879,50700254,Tier 1,,,TRUE,""
MAPK13,ENSG00000156711,6,36095586,36107842,Tier 1,,,TRUE,""
MAPK14,ENSG00000112062,6,35995488,36079013,Tier 1,,,TRUE,""
MAPK15,ENSG00000181085,8,144798429,144804628,Tier 1,,,TRUE,""
MAPK3,ENSG00000102882,16,30125426,30134827,Tier 1,,,TRUE,""
MAPK4,ENSG00000141639,18,48086448,48258194,Tier 3B,,,TRUE,""
MAPK6,ENSG00000069956,15,52244303,52358462,Tier 2,,,TRUE,""
MAPK7,ENSG00000166484,17,19281034,19286857,Tier 2,,,TRUE,""
MAPK8,ENSG00000107643,10,49514698,49647403,Tier 1,,,TRUE,""
MAPK9,ENSG00000050748,5,179660143,179719099,Tier 1,,,TRUE,""
MAPKAPK2,ENSG00000162889,1,206858289,206907628,Tier 2,,,TRUE,""
MAPKAPK3,ENSG00000114738,3,50648951,50686720,Tier 2,,,TRUE,""
MAPKAPK5,ENSG00000089022,12,112279782,112334343,Tier 2,,,TRUE,""
MAPT,ENSG00000186868,17,43971748,44105700,Tier 1,,,TRUE,""
MARK1,ENSG00000116141,1,220701568,220837803,Tier 1,,,TRUE,""
MARK2,ENSG00000072518,11,63606400,63678491,Tier 1,,,TRUE,""
MARK3,ENSG00000075413,14,103851729,103970168,Tier 1,,,TRUE,""
MARK4,ENSG00000007047,19,45582546,45808541,Tier 1,,,TRUE,""
MARS,ENSG00000166986,12,57869228,57911352,Tier 2,,,TRUE,""
MAS1,ENSG00000130368,6,160327974,160329108,Tier 3B,,,TRUE,""
MAS1L,ENSG00000204687,6,29454474,29455738,Tier 3B,,,TRUE,""
MASP1,ENSG00000127241,3,186935942,187009810,Tier 3B,,,TRUE,""
MASP2,ENSG00000009724,1,11086580,11107290,Tier 3A,,,TRUE,""
MAST1,ENSG00000105613,19,12944765,12985765,Tier 1,,,TRUE,""
MAST2,ENSG00000086015,1,46252659,46501796,Tier 3B,,,TRUE,""
MAST3,ENSG00000099308,19,18208603,18262502,Tier 3A,,,TRUE,""
MAST4,ENSG00000069020,5,65892176,66465423,Tier 3B,,,TRUE,""
MASTL,ENSG00000120539,10,27443753,27475853,Tier 3B,,,TRUE,""
MAT1A,ENSG00000151224,10,82031576,82049440,Tier 1,,,TRUE,""
MATK,ENSG00000007264,19,3777971,3802127,Tier 1,,,TRUE,""
MATN1,ENSG00000162510,1,31184124,31196434,Tier 3B,,,TRUE,""
MATN2,ENSG00000132561,8,98881068,99048944,Tier 3A,,,TRUE,""
MATN3,ENSG00000132031,2,20191872,20212455,Tier 3A,,,TRUE,""
MATN4,ENSG00000124159,20,43922085,43937169,Tier 3A,,,TRUE,""
MBL2,ENSG00000165471,10,54525140,54531460,Tier 3A,,,TRUE,""
MBNL1,ENSG00000152601,3,151961617,152183569,Tier 1,,,TRUE,""
MBTPS1,ENSG00000140943,16,84087368,84150511,Tier 2,,,TRUE,""
MC1R,ENSG00000258839,16,89978527,89987385,Tier 1,,,TRUE,""
MC2R,ENSG00000185231,18,13882043,13915706,Tier 1,,,TRUE,""
MC3R,ENSG00000124089,20,54823788,54824871,Tier 1,,,TRUE,""
MC4R,ENSG00000166603,18,58038564,58040001,Tier 1,,,TRUE,""
MC5R,ENSG00000176136,18,13824154,13826861,Tier 1,,,TRUE,""
MCAM,ENSG00000076706,11,119179241,119192231,Tier 1,,,TRUE,""
MCHR1,ENSG00000128285,22,41074754,41078818,Tier 2,,,TRUE,""
MCHR2,ENSG00000152034,6,100367786,100442123,Tier 2,,,TRUE,""
MCL1,ENSG00000143384,1,150547032,150552066,Tier 2,,,TRUE,""
MCOLN1,ENSG00000090674,19,7587512,7598895,Tier 3B,,,TRUE,""
MCOLN2,ENSG00000153898,1,85391268,85462796,Tier 3B,,,TRUE,""
MCOLN3,ENSG00000055732,1,85483765,85514182,Tier 2,,,TRUE,""
MDK,ENSG00000110492,11,46402306,46405375,Tier 3A,,,TRUE,""
MDM2,ENSG00000135679,12,69201956,69239214,Tier 1,,,TRUE,""
ME1,ENSG00000065833,6,83920108,84140797,Tier 2,,,TRUE,""
MELK,ENSG00000165304,9,36572859,36677678,Tier 1,,,TRUE,""
MEP1A,ENSG00000112818,6,46761127,46807515,Tier 3B,,,TRUE,""
MEP1B,ENSG00000141434,18,29765032,29800367,Tier 3B,,,TRUE,""
MEPE,ENSG00000152595,4,88742563,88767969,Tier 3A,,,TRUE,""
MERTK,ENSG00000153208,2,112656056,112787138,Tier 1,,,TRUE,""
MET,ENSG00000105976,7,116312444,116438440,Tier 1,,,TRUE,""
METAP1,ENSG00000164024,4,99916771,99983964,Tier 1,,,TRUE,""
METAP2,ENSG00000111142,12,95867296,95909615,Tier 1,,,TRUE,""
METRN,ENSG00000103260,16,765115,769655,Tier 3A,,,TRUE,""
MFAP1,ENSG00000140259,15,44096690,44117000,Tier 3B,,,TRUE,""
MFAP2,ENSG00000117122,1,17300997,17307330,Tier 3A,,,TRUE,""
MFAP4,ENSG00000166482,17,19286755,19290553,Tier 3B,,,TRUE,""
MFAP5,ENSG00000197614,12,8789942,8815484,Tier 3B,,,TRUE,""
MFGE8,ENSG00000140545,15,89441916,89456642,Tier 3A,,,TRUE,""
MFI2,ENSG00000163975,3,196715492,196756687,Tier 3B,,,TRUE,""
MFNG,ENSG00000100060,22,37865101,37882439,Tier 3A,,,TRUE,""
MGAM,ENSG00000257335,7,141607613,141806547,Tier 1,,,TRUE,""
MGAT4A,ENSG00000071073,2,99235569,99347589,Tier 3A,,,TRUE,""
MGEA5,ENSG00000198408,10,103544200,103578696,Tier 2,,,TRUE,""
MGLL,ENSG00000074416,3,127407909,127542051,Tier 2,,,TRUE,""
MGMT,ENSG00000170430,10,131265448,131566271,Tier 1,,,TRUE,""
MGP,ENSG00000111341,12,15034115,15038860,Tier 3B,,,TRUE,""
MGST1,ENSG00000008394,12,16500076,16762193,Tier 1,,,TRUE,""
MGST2,ENSG00000085871,4,140586922,140661899,Tier 1,,,TRUE,""
MGST3,ENSG00000143198,1,165600098,165631033,Tier 1,,,TRUE,""
MIA,ENSG00000261857,19,41277553,41283395,Tier 3A,,,TRUE,""
MIF,ENSG00000240972,22,24236191,24237414,Tier 2,,,TRUE,""
MINK1,ENSG00000141503,17,4736683,4801356,Tier 1,,,TRUE,""
MINPP1,ENSG00000107789,10,89264632,89313217,Tier 3A,,,TRUE,""
MIP,ENSG00000135517,12,56843286,56862950,Tier 3A,,,TRUE,""
MITF,ENSG00000187098,3,69788586,70017488,Tier 2,,,TRUE,""
MKNK1,ENSG00000079277,1,47023090,47082515,Tier 1,,,TRUE,""
MKNK2,ENSG00000099875,19,2037470,2051243,Tier 1,,,TRUE,""
MLKL,ENSG00000168404,16,74705753,74734858,Tier 3B,,,TRUE,""
MLN,ENSG00000096395,6,33762450,33771788,Tier 3A,,,TRUE,""
MLNR,ENSG00000102539,13,49794474,49796513,Tier 1,,,TRUE,""
MLX,ENSG00000108788,17,40719086,40725257,Tier 2,,,TRUE,""
MLYCD,ENSG00000103150,16,83932731,83949787,Tier 2,,,TRUE,""
MME,ENSG00000196549,3,154741913,154901497,Tier 1,,,TRUE,""
MMEL1,ENSG00000142606,1,2522078,2564481,Tier 3A,,,TRUE,""
MMP1,ENSG00000196611,11,102660651,102668891,Tier 1,,,TRUE,""
MMP10,ENSG00000166670,11,102641234,102651359,Tier 2,,,TRUE,""
MMP11,ENSG00000099953,22,24110413,24126503,Tier 3B,,,TRUE,""
MMP13,ENSG00000137745,11,102813724,102826463,Tier 1,,,TRUE,""
MMP14,ENSG00000157227,14,23305766,23318236,Tier 1,,,TRUE,""
MMP15,ENSG00000102996,16,58059470,58080805,Tier 1,,,TRUE,""
MMP16,ENSG00000156103,8,89044237,89340254,Tier 1,,,TRUE,""
MMP17,ENSG00000198598,12,132312938,132336328,Tier 1,,,TRUE,""
MMP19,ENSG00000123342,12,56229217,56236750,Tier 3B,,,TRUE,""
MMP2,ENSG00000087245,16,55423612,55540603,Tier 1,,,TRUE,""
MMP20,ENSG00000137674,11,102447566,102496063,Tier 2,,,TRUE,""
MMP21,ENSG00000154485,10,127455022,127464390,Tier 3B,,,TRUE,""
MMP24,ENSG00000125966,20,33814457,33864801,Tier 3A,,,TRUE,""
MMP25,ENSG00000008516,16,3096682,3110727,Tier 2,,,TRUE,""
MMP26,ENSG00000167346,11,4726157,5013659,Tier 1,,,TRUE,""
MMP27,ENSG00000137675,11,102562218,102576537,Tier 2,,,TRUE,""
MMP28,ENSG00000129270,17,34083268,34122711,Tier 3B,,,TRUE,""
MMP3,ENSG00000149968,11,102706532,102714534,Tier 1,,,TRUE,""
MMP7,ENSG00000137673,11,102391239,102401484,Tier 1,,,TRUE,""
MMP8,ENSG00000118113,11,102582526,102597781,Tier 1,,,TRUE,""
MMP9,ENSG00000100985,20,44637547,44645200,Tier 1,,,TRUE,""
MMRN1,ENSG00000138722,4,90800683,90875780,Tier 3A,,,TRUE,""
MMRN2,ENSG00000173269,10,88695297,88729238,Tier 3B,,,TRUE,""
MOK,ENSG00000080823,14,102690837,102771537,Tier 3B,,,TRUE,""
MOS,ENSG00000172680,8,57025501,57026541,Tier 3B,,,TRUE,""
MPI,ENSG00000178802,15,75182346,75191798,Tier 2,,,TRUE,""
MPL,ENSG00000117400,1,43803478,43818443,Tier 1,,,TRUE,""
MPO,ENSG00000005381,17,56347217,56358296,Tier 1,,,TRUE,""
MPZ,ENSG00000158887,1,161274525,161279762,Tier 3A,,,TRUE,""
MPZL3,ENSG00000160588,11,118097409,118123065,Tier 3A,,,TRUE,""
MR1,ENSG00000153029,1,181003067,181031074,Tier 3A,,,TRUE,""
MRC1,ENSG00000120586,10,18098352,18200091,Tier 3B,,,TRUE,""
MRC2,ENSG00000011028,17,60704762,60770958,Tier 3A,,,TRUE,""
MRGPRD,ENSG00000172938,11,68747490,68748455,Tier 3B,,,TRUE,""
MRGPRE,ENSG00000184350,11,3248928,3253616,Tier 3B,,,TRUE,""
MRGPRF,ENSG00000172935,11,68771863,68780877,Tier 3B,,,TRUE,""
MRGPRG,ENSG00000182170,11,3239174,3240043,Tier 3B,,,TRUE,""
MRGPRX1,ENSG00000170255,11,18955360,18961054,Tier 2,,,TRUE,""
MRGPRX2,ENSG00000183695,11,19076002,19082228,Tier 3B,,,TRUE,""
MRGPRX3,ENSG00000179826,11,18142502,18160027,Tier 3B,,,TRUE,""
MRGPRX4,ENSG00000179817,11,18194384,18195827,Tier 3B,,,TRUE,""
MS4A1,ENSG00000156738,11,60223225,60238233,Tier 1,,,TRUE,""
MSLN,ENSG00000102854,16,810762,818865,Tier 1,,,TRUE,""
MSMB,ENSG00000138294,10,51549498,51562517,Tier 3A,,,TRUE,""
MSMP,ENSG00000215183,9,35752987,35756610,Tier 3B,,,TRUE,""
MSR1,ENSG00000038945,8,15965387,16424999,Tier 3B,,,TRUE,""
MST1,ENSG00000173531,3,49721380,49726934,Tier 3A,,,TRUE,""
MST1R,ENSG00000164078,3,49924435,49941299,Tier 1,,,TRUE,""
MSTN,ENSG00000138379,2,190920423,190927455,Tier 1,,,TRUE,""
MTAP,ENSG00000099810,9,21802542,21931646,Tier 2,,,TRUE,""
MTNR1A,ENSG00000168412,4,187454809,187476721,Tier 1,,,TRUE,""
MTNR1B,ENSG00000134640,11,92702886,92718232,Tier 1,,,TRUE,""
MTOR,ENSG00000198793,1,11166592,11322564,Tier 1,,,TRUE,""
MTRNR2L1,ENSG00000256618,17,22022437,22023991,Tier 3B,,,TRUE,""
MTRNR2L10,ENSG00000256045,X,55207824,55208944,Tier 3B,,,TRUE,""
MTRNR2L3,ENSG00000256222,20,55933496,55934878,Tier 3B,,,TRUE,""
MTRNR2L4,ENSG00000232196,16,3421053,3422283,Tier 3B,,,TRUE,""
MTRNR2L5,ENSG00000249860,10,57358750,57360488,Tier 3B,,,TRUE,""
MTRNR2L7,ENSG00000256892,10,37890366,37891859,Tier 3B,,,TRUE,""
MTRNR2L8,ENSG00000255823,11,10529434,10530723,Tier 3B,,,TRUE,""
MTTP,ENSG00000138823,4,100484918,100545156,Tier 1,,,TRUE,""
MUC1,ENSG00000185499,1,155158300,155162707,Tier 1,,,TRUE,""
MUC13,ENSG00000173702,3,124624289,124672663,Tier 3B,,,TRUE,""
MUC15,ENSG00000169550,11,26580580,26593780,Tier 3A,,,TRUE,""
MUC16,ENSG00000181143,19,8959520,9092018,Tier 1,,,TRUE,""
MUC17,ENSG00000169876,7,100663353,100702020,Tier 3B,,,TRUE,""
MUC2,ENSG00000198788,11,1074875,1104419,Tier 3B,,,TRUE,""
MUC3A,ENSG00000169894,7,100547187,100611118,Tier 3A,,,TRUE,""
MUC4,ENSG00000145113,3,195473636,195539148,Tier 3B,,,TRUE,""
MUC5AC,ENSG00000215182,11,1151580,1222364,Tier 1,,,TRUE,""
MUC5B,ENSG00000117983,11,1244296,1283406,Tier 3B,,,TRUE,""
MUC6,ENSG00000184956,11,1012821,1036706,Tier 3B,,,TRUE,""
MUC7,ENSG00000171195,4,71296209,71348714,Tier 3A,,,TRUE,""
MUCL1,ENSG00000172551,12,55224303,55252177,Tier 3B,,,TRUE,""
